<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.07.30	1.15433	1.15729	1.14002	1.14031	69080	0	0
2025.07.31	1.14034	1.14610	1.14002	1.14135	67174	0	0
2025.08.01	1.14113	1.15971	1.13916	1.15955	82142	0	0
2025.08.04	1.15854	1.15964	1.15498	1.15723	73887	0	0
2025.08.05	1.15674	1.15880	1.15276	1.15749	64097	0	0
2025.08.06	1.15749	1.16687	1.15639	1.16599	59010	0	0
2025.08.07	1.16590	1.16990	1.16108	1.16641	66458	0	0
2025.08.08	1.16640	1.16795	1.16287	1.16405	60357	0	0
2025.08.11	1.16411	1.16756	1.15898	1.16158	51584	0	0
2025.08.12	1.16124	1.16972	1.15985	1.16730	70122	0	0
2025.08.13	1.16740	1.17302	1.16664	1.17044	54778	0	0
2025.08.14	1.17052	1.17152	1.16309	1.16482	61431	0	0
2025.08.15	1.16435	1.17152	1.16425	1.17029	48297	0	0
2025.08.18	1.17066	1.17145	1.16559	1.16609	50388	0	0
2025.08.19	1.16602	1.16930	1.16389	1.16465	51650	0	0
2025.08.20	1.16382	1.16735	1.16221	1.16502	55116	0	0
2025.08.21	1.16499	1.16629	1.16011	1.16059	56502	0	0
2025.08.22	1.16051	1.17426	1.15830	1.17211	57689	0	0
2025.08.25	1.17183	1.17266	1.16027	1.16193	47903	0	0
2025.08.26	1.16155	1.16654	1.16022	1.16405	61224	0	0
2025.08.27	1.16417	1.16477	1.15741	1.16372	50527	0	0
2025.08.28	1.16380	1.16974	1.16289	1.16821	52538	0	0
2025.08.29	1.16827	1.17087	1.16509	1.16867	53453	0	0
2025.09.01	1.16943	1.17362	1.16851	1.17109	40182	0	0
2025.09.02	1.17105	1.17183	1.16129	1.16412	62652	0	0
2025.09.03	1.16399	1.16820	1.16080	1.16608	51923	0	0
2025.09.04	1.16592	1.16692	1.16300	1.16508	49435	0	0
2025.09.05	1.16488	1.17596	1.16447	1.17206	56551	0	0
2025.09.08	1.17112	1.17655	1.17037	1.17628	51609	0	0
2025.09.09	1.17631	1.17800	1.17036	1.17097	57588	0	0
2025.09.10	1.17061	1.17303	1.16823	1.16946	56510	0	0
2025.09.11	1.16942	1.17461	1.16578	1.17357	57578	0	0
2025.09.12	1.17292	1.17478	1.17012	1.17319	49605	0	0
2025.09.15	1.17311	1.17745	1.17162	1.17608	45416	0	0
2025.09.16	1.17601	1.18785	1.17574	1.18670	55477	0	0
2025.09.17	1.18665	1.19188	1.18078	1.18131	51442	0	0
2025.09.18	1.18124	1.18482	1.17500	1.17860	60234	0	0
2025.09.19	1.17873	1.17925	1.17288	1.17432	58329	0	0
2025.09.22	1.17473	1.18027	1.17261	1.18021	46553	0	0
2025.09.23	1.18029	1.18199	1.17779	1.18143	52269	0	0
2025.09.24	1.18134	1.18191	1.17283	1.17377	52203	0	0
2025.09.25	1.17384	1.17539	1.16457	1.16653	57110	0	0
2025.09.26	1.16652	1.17072	1.16573	1.17014	54121	0	0
2025.09.29	1.17010	1.17544	1.16997	1.17270	48621	0	0
2025.09.30	1.17262	1.17612	1.17121	1.17334	50198	0	1
2025.10.01	1.17410	1.17787	1.17154	1.17303	59339	0	1
2025.10.02	1.17306	1.17583	1.16829	1.17161	49145	0	1
2025.10.03	1.17149	1.17592	1.17113	1.17397	45750	0	1
2025.10.06	1.17268	1.17308	1.16519	1.17122	58156	0	1
2025.10.07	1.17105	1.17148	1.16475	1.16573	51621	0	1
2025.10.08	1.16565	1.16612	1.15983	1.16285	59092	0	1
2025.10.09	1.16244	1.16482	1.15419	1.15642	65914	0	1
2025.10.10	1.15612	1.16309	1.15566	1.16234	61693	0	1
2025.10.13	1.16171	1.16297	1.15573	1.15702	57532	0	1
2025.10.14	1.15687	1.16149	1.15417	1.16075	70235	0	1
2025.10.15	1.16058	1.16476	1.16017	1.16469	59008	0	1
2025.10.16	1.16465	1.16940	1.16402	1.16871	65214	0	1
2025.10.17	1.16826	1.17283	1.16498	1.16524	62161	0	1
2025.10.20	1.16627	1.16755	1.16383	1.16409	49603	0	1
2025.10.21	1.16412	1.16551	1.15974	1.15992	54599	0	1
2025.10.22	1.15985	1.16224	1.15764	1.16093	47948	0	1
2025.10.23	1.16096	1.16198	1.15853	1.16178	38194	0	1
2025.10.24	1.16178	1.16476	1.16008	1.16271	44000	0	1
2025.10.27	1.16331	1.16521	1.16176	1.16445	40204	0	0
2025.10.28	1.16443	1.16687	1.16256	1.16521	40533	0	0
2025.10.29	1.16503	1.16659	1.15777	1.16006	52603	0	0
2025.10.30	1.16005	1.16373	1.15470	1.15645	53247	0	0
2025.10.31	1.15639	1.15776	1.15215	1.15354	43563	0	0
2025.11.03	1.15300	1.15412	1.15050	1.15186	43477	0	0
2025.11.04	1.15200	1.15334	1.14732	1.14822	40773	0	0
2025.11.05	1.14811	1.14981	1.14690	1.14926	39128	0	0
2025.11.06	1.14918	1.15524	1.14831	1.15472	40360	0	0
2025.11.07	1.15358	1.15911	1.15295	1.15637	40374	0	0
2025.11.10	1.15545	1.15831	1.15410	1.15570	40829	0	0
2025.11.11	1.15555	1.16057	1.15469	1.15820	37802	0	0
2025.11.12	1.15821	1.15978	1.15630	1.15921	38732	0	0
2025.11.13	1.15921	1.16559	1.15789	1.16339	45684	0	0
2025.11.14	1.16323	1.16537	1.16061	1.16216	50621	0	0
2025.11.17	1.16146	1.16247	1.15821	1.15920	36893	0	0
2025.11.18	1.15856	1.16076	1.15714	1.15804	43596	0	0
2025.11.19	1.15803	1.15972	1.15180	1.15383	49998	0	0
2025.11.20	1.15366	1.15500	1.15014	1.15284	50687	0	0
2025.11.21	1.15274	1.15525	1.14911	1.15154	52378	0	0
2025.11.24	1.15108	1.15505	1.15018	1.15211	36837	0	0
2025.11.25	1.15156	1.15859	1.15116	1.15694	47597	0	0
2025.11.26	1.15658	1.16008	1.15471	1.15968	52627	0	0
2025.11.27	1.15881	1.16135	1.15765	1.15956	30093	0	2
2025.11.28	1.15915	1.16075	1.15551	1.15956	69972	0	2
2025.12.01	1.15932	1.16523	1.15880	1.16087	45067	0	0
2025.12.02	1.16092	1.16258	1.15912	1.16249	34136	0	0
2025.12.03	1.16147	1.16776	1.16147	1.16708	36091	0	0
2025.12.04	1.16698	1.16819	1.16409	1.16446	37605	0	0
2025.12.05	1.16388	1.16719	1.16279	1.16411	37342	0	0
2025.12.08	1.16334	1.16722	1.16164	1.16367	44397	0	0
2025.12.09	1.16367	1.16573	1.16151	1.16263	40823	0	0
2025.12.10	1.16230	1.16998	1.16214	1.16953	46617	0	0
2025.12.11	1.16938	1.17628	1.16820	1.17383	47111	0	0
2025.12.12	1.17373	1.17499	1.17194	1.17381	40163	0	0
2025.12.15	1.17363	1.17689	1.17264	1.17535	38930	0	0
2025.12.16	1.17520	1.18040	1.17344	1.17468	47663	0	0
2025.12.17	1.17461	1.17581	1.17031	1.17404	44828	0	0
2025.12.18	1.17392	1.17627	1.17126	1.17234	44887	0	0
2025.12.19	1.17211	1.17378	1.17030	1.17077	40869	0	0
2025.12.22	1.17146	1.17693	1.17059	1.17616	35648	0	0
2025.12.23	1.17540	1.18019	1.17516	1.17931	51000	0	0
2025.12.24	1.17932	1.18080	1.17726	1.17768	41784	0	0
2025.12.26	1.17775	1.17967	1.17615	1.17696	42741	0	2
2025.12.29	1.17645	1.17890	1.17494	1.17720	40082	0	0
2025.12.30	1.17721	1.17799	1.17433	1.17477	34821	0	0
2025.12.31	1.17472	1.17594	1.17200	1.17455	37479	0	0
2026.01.02	1.17461	1.17648	1.17132	1.17204	35305	0	0
2026.01.05	1.17202	1.17288	1.16592	1.17213	46867	0	0
2026.01.06	1.17203	1.17429	1.16838	1.16884	42051	0	0
2026.01.07	1.16818	1.17028	1.16727	1.16755	39419	0	0
2026.01.08	1.16723	1.16830	1.16427	1.16582	36800	0	0
2026.01.09	1.16584	1.16624	1.16181	1.16300	41408	0	0
2026.01.12	1.16284	1.16985	1.16215	1.16662	41130	0	0
2026.01.13	1.16638	1.16775	1.16341	1.16427	40734	0	0
2026.01.14	1.16412	1.16617	1.16354	1.16452	42227	0	0
2026.01.15	1.16449	1.16470	1.15931	1.16094	41881	0	0
2026.01.16	1.16077	1.16274	1.15845	1.15983	41274	0	0
2026.01.19	1.15818	1.16487	1.15770	1.16456	40805	0	0
2026.01.20	1.16448	1.17690	1.16325	1.17262	58129	0	0
2026.01.21	1.17241	1.17430	1.16762	1.16871	55639	0	0
2026.01.22	1.16816	1.17560	1.16701	1.17549	43893	0	0
2026.01.23	1.17544	1.18336	1.17283	1.18293	52505	0	0
2026.01.26	1.18640	1.19068	1.18348	1.18799	67993	0	0
2026.01.27	1.18767	1.20826	1.18503	1.20393	70379	0	0
2026.01.28	1.20373	1.20445	1.18956	1.19533	79157	0	0
2026.01.29	1.19538	1.19965	1.19061	1.19702	78529	0	0
2026.01.30	1.19693	1.19745	1.18499	1.18509	93929	0	0
2026.02.02	1.18494	1.18748	1.17760	1.17900	83684	0	0
2026.02.03	1.17901	1.18288	1.17800	1.18185	60978	0	0
2026.02.04	1.18164	1.18379	1.17905	1.18052	59490	0	0
2026.02.05	1.18057	1.18218	1.17748	1.17789	64105	0	0
2026.02.06	1.17761	1.18261	1.17656	1.18137	47438	0	0
2026.02.09	1.18105	1.19265	1.18088	1.19148	54067	0	0
2026.02.10	1.19109	1.19286	1.18868	1.18937	50616	0	0
2026.02.11	1.18944	1.19272	1.18330	1.18712	58710	0	0
2026.02.12	1.18711	1.18899	1.18524	1.18707	57242	0	0
2026.02.13	1.18698	1.18851	1.18472	1.18675	50241	0	0
2026.02.16	1.18678	1.18743	1.18463	1.18515	28140	0	0
2026.02.17	1.18505	1.18547	1.18050	1.18534	48001	0	0
2026.02.18	1.18531	1.18575	1.17821	1.17833	41328	0	0
2026.02.19	1.17856	1.18075	1.17420	1.17711	46806	0	0
2026.02.20	1.17658	1.18074	1.17433	1.17856	59144	0	0
2026.02.23	1.17913	1.18347	1.17744	1.17845	54682	0	0
2026.02.24	1.17844	1.17963	1.17661	1.17736	45972	0	0
2026.02.25	1.17710	1.18144	1.17710	1.18100	45173	0	0
2026.02.26	1.18095	1.18289	1.17738	1.17974	48322	0	0
2026.02.27	1.17949	1.18268	1.17890	1.18118	51744	0	0
2026.03.02	1.17715	1.17959	1.16717	1.16899	80753	0	0
2026.03.03	1.16859	1.17069	1.15302	1.16119	95608	0	0
2026.03.04	1.16117	1.16546	1.15747	1.16353	82291	0	0
2026.03.05	1.16319	1.16473	1.15589	1.16081	89071	0	0
2026.03.06	1.16080	1.16214	1.15459	1.16127	85366	0	0
2026.03.09	1.15453	1.16370	1.15072	1.16359	116402	0	0
2026.03.10	1.16344	1.16674	1.16060	1.16083	88920	0	0
2026.03.11	1.16101	1.16454	1.15607	1.15666	77077	0	0
2026.03.12	1.15667	1.15741	1.15096	1.15101	69554	0	0
2026.03.13	1.15089	1.15296	1.14107	1.14139	69488	0	0
2026.03.16	1.14192	1.15248	1.14143	1.15057	63602	0	0
2026.03.17	1.15043	1.15472	1.14660	1.15400	55732	0	0
2026.03.18	1.15392	1.15553	1.14498	1.14504	64158	0	0
2026.03.19	1.14515	1.16162	1.14429	1.15885	92527	0	0
2026.03.20	1.15877	1.15950	1.15246	1.15696	74598	0	0
2026.03.23	1.15360	1.16398	1.14845	1.16103	113846	0	0
2026.03.24	1.16098	1.16284	1.15571	1.16069	94205	0	0
2026.03.25	1.16067	1.16308	1.15553	1.15587	74604	0	0
2026.03.26	1.15581	1.15723	1.15195	1.15293	61179	0	0
2026.03.27	1.15251	1.15478	1.15017	1.15120	62308	0	0
2026.03.30	1.15016	1.15212	1.14432	1.14615	56022	0	0
2026.03.31	1.14646	1.15635	1.14470	1.15530	77969	0	0
2026.04.01	1.15527	1.16271	1.15447	1.15902	70925	0	0
2026.04.02	1.15877	1.16056	1.15091	1.15387	75536	0	0
2026.04.03	1.15383	1.15489	1.15102	1.15133	24597	0	0
2026.04.06	1.15198	1.15715	1.15050	1.15427	59473	0	2
2026.04.07	1.15393	1.16052	1.15240	1.15973	65916	0	0
2026.04.08	1.15939	1.17218	1.15887	1.16621	97202	0	0
2026.04.09	1.16621	1.17234	1.16503	1.16983	59234	0	0
2026.04.10	1.16978	1.17393	1.16774	1.17297	53425	0	0
2026.04.13	1.16696	1.17654	1.16640	1.17587	59419	0	0
2026.04.14	1.17577	1.18111	1.17504	1.17945	50750	0	0
2026.04.15	1.17927	1.18080	1.17720	1.17992	56213	0	0
2026.04.16	1.17979	1.18238	1.17669	1.17820	53482	0	0
2026.04.17	1.17787	1.18492	1.17600	1.17628	59163	0	0
2026.04.20	1.17358	1.17901	1.17289	1.17867	59944	0	0
2026.04.21	1.17835	1.17909	1.17194	1.17431	61203	0	0
2026.04.22	1.17405	1.17626	1.17030	1.17062	50888	0	0
2026.04.23	1.17043	1.17165	1.16690	1.16824	66075	0	0
2026.04.24	1.16819	1.17221	1.16729	1.17218	49833	0	0
2026.04.27	1.16921	1.17549	1.16921	1.17201	44306	0	0
2026.04.28	1.17202	1.17270	1.16774	1.17126	54106	0	0
2026.04.29	1.17088	1.17205	1.16613	1.16751	55629	0	0
2026.04.30	1.16759	1.17418	1.16549	1.17304	80876	0	0
2026.05.01	1.17298	1.17853	1.17154	1.17199	55984	0	0
2026.05.04	1.17445	1.17486	1.16810	1.16914	64588	0	0
2026.05.05	1.16881	1.17135	1.16765	1.16925	47628	0	0
2026.05.06	1.16919	1.17967	1.16884	1.17480	67242	0	0
2026.05.07	1.17457	1.17783	1.17220	1.17229	62404	0	0
2026.05.08	1.17211	1.17877	1.17211	1.17870	52672	0	0
2026.05.11	1.17472	1.17878	1.17445	1.17819	45296	0	0
2026.05.12	1.17830	1.17879	1.17216	1.17401	55081	0	0
2026.05.13	1.17368	1.17417	1.16956	1.17134	45412	0	0
2026.05.14	1.17084	1.17215	1.16657	1.16690	48457	0	0
2026.05.15	1.16675	1.16725	1.16169	1.16233	61026	0	0
2026.05.18	1.16197	1.16607	1.16083	1.16561	62702	0	0
2026.05.19	1.16553	1.16621	1.15921	1.16061	59980	0	0
2026.05.20	1.16041	1.16451	1.15826	1.16251	63389	0	0
2026.05.21	1.16214	1.16353	1.15760	1.16171	67167	0	0
2026.05.22	1.16170	1.16201	1.15883	1.16024	39363	0	0
2026.05.25	1.16372	1.16527	1.16285	1.16430	34929	0	0
2026.05.26	1.16408	1.16450	1.16163	1.16316	42363	0	0
2026.05.27	1.16288	1.16613	1.16209	1.16256	51896	0	0
2026.05.28	1.16256	1.16609	1.15862	1.16493	54514	0	0
2026.05.29	1.16509	1.16858	1.16249	1.16595	50593	0	0
2026.06.01	1.16525	1.16648	1.16050	1.16318	52056	0	0
2026.06.02	1.16276	1.16556	1.16134	1.16311	42017	0	0
2026.06.03	1.16265	1.16334	1.15949	1.15982	50125	0	0
2026.06.04	1.15956	1.16450	1.15943	1.16107	47793	0	0
2026.06.05	1.16100	1.16443	1.15179	1.15219	60576	0	0
2026.06.08	1.15097	1.15547	1.14995	1.15317	64590	0	0
2026.06.09	1.15319	1.15780	1.15268	1.15434	58395	0	0
2026.06.10	1.15425	1.15731	1.15330	1.15355	68197	0	0
2026.06.11	1.15349	1.15887	1.15029	1.15786	69117	0	0
2026.06.12	1.15766	1.15895	1.15571	1.15676	57422	0	0
2026.06.15	1.15746	1.16218	1.15709	1.15892	43123	0	0
2026.06.16	1.15901	1.16197	1.15749	1.16082	38884	0	0
2026.06.17	1.16071	1.16164	1.14780	1.15015	51440	0	0
2026.06.18	1.15001	1.15282	1.14513	1.14569	61126	0	0
2026.06.19	1.14540	1.14806	1.14178	1.14709	41908	0	0
2026.06.22	1.14621	1.14736	1.14190	1.14280	50804	0	0
2026.06.23	1.14219	1.14390	1.13759	1.13814	47892	0	0
2026.06.24	1.13803	1.13836	1.13245	1.13582	54875	0	0
2026.06.25	1.13578	1.13880	1.13334	1.13698	51909	0	0
2026.06.26	1.13672	1.14339	1.13543	1.13814	54580	0	0
2026.06.29	1.13889	1.14150	1.13785	1.14034	28999	0	0
