<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.08	148.040	148.114	146.480	147.050	137922	0	4
2024.03.11	147.030	147.147	146.483	146.953	105877	0	4
2024.03.12	146.952	148.175	146.615	147.607	89535	0	0
2024.03.13	147.623	148.043	147.232	147.623	65889	0	0
2024.03.14	147.622	148.356	147.437	148.281	65531	0	0
2024.03.15	148.281	149.163	148.031	149.005	57737	0	0
2024.03.18	149.050	149.329	148.906	149.100	51403	0	0
2024.03.19	149.094	150.962	149.000	150.770	68873	0	0
2024.03.20	150.769	151.817	150.715	151.191	62232	0	0
2024.03.21	151.190	151.753	150.261	151.583	70354	0	0
2024.03.22	151.585	151.860	151.001	151.415	63267	0	0
2024.03.25	151.425	151.542	151.051	151.399	48813	0	0
2024.03.26	151.398	151.603	151.207	151.508	44375	0	0
2024.03.27	151.508	151.968	151.025	151.256	56573	0	0
2024.03.28	151.254	151.542	151.148	151.371	49019	0	0
2024.03.29	151.369	151.497	151.173	151.321	20095	0	3
2024.04.01	151.310	151.770	151.218	151.637	39286	0	0
2024.04.02	151.642	151.802	151.462	151.549	43138	0	0
2024.04.03	151.531	151.954	151.439	151.684	42375	0	0
2024.04.04	151.670	151.770	151.119	151.332	42017	0	0
2024.04.05	151.336	151.750	150.810	151.617	56675	0	0
2024.04.08	151.640	151.942	151.543	151.810	39040	0	0
2024.04.09	151.817	151.935	151.568	151.765	38792	0	0
2024.04.10	151.759	153.235	151.650	153.143	51824	0	0
2024.04.11	153.153	153.317	152.757	153.249	56791	0	0
2024.04.12	153.268	153.383	152.592	153.262	57667	0	0
2024.04.15	153.050	154.442	152.951	154.264	62774	0	0
2024.04.16	154.268	154.784	153.893	154.690	61384	0	0
2024.04.17	154.695	154.732	154.155	154.372	50270	0	0
2024.04.18	154.374	154.676	153.957	154.632	55586	0	0
2024.04.19	154.612	154.671	153.588	154.625	88800	0	0
2024.04.22	154.479	154.851	154.356	154.835	30096	0	0
2024.04.23	154.835	154.875	154.556	154.822	29895	0	0
2024.04.24	154.825	155.371	154.728	155.338	31651	0	0
2024.04.25	155.316	155.745	155.193	155.643	36551	0	0
2024.04.26	155.610	158.440	154.963	158.333	46350	0	0
2024.04.29	157.870	160.222	154.530	156.338	69166	0	0
2024.04.30	156.329	157.841	156.051	157.789	45340	0	0
2024.05.01	157.780	157.986	152.996	154.614	44630	0	0
2024.05.02	154.575	156.279	153.053	153.697	66271	0	0
2024.05.03	153.592	153.778	151.860	152.946	55940	0	0
2024.05.06	152.920	154.005	152.747	153.870	40282	0	0
2024.05.07	153.901	154.745	153.840	154.683	42439	0	0
2024.05.08	154.684	155.678	154.507	155.523	37159	0	0
2024.05.09	155.546	155.952	155.159	155.469	35738	0	0
2024.05.10	155.474	155.904	155.262	155.751	32581	0	0
2024.05.13	155.742	156.245	155.507	156.185	29542	0	0
2024.05.14	156.201	156.790	156.011	156.413	31301	0	0
2024.05.15	156.389	156.558	154.688	154.865	43623	0	0
2024.05.16	154.856	155.528	153.597	155.359	50432	0	0
2024.05.17	155.363	155.979	155.248	155.613	34412	0	0
2024.05.20	155.610	156.300	155.497	156.236	32301	0	0
2024.05.21	156.222	156.544	155.847	156.148	37642	0	0
2024.05.22	156.141	156.832	156.092	156.765	34424	0	0
2024.05.23	156.769	157.194	156.526	156.898	37261	0	0
2024.05.24	156.901	157.143	156.822	156.987	31209	0	0
2024.05.27	156.940	157.010	156.662	156.879	21423	0	0
2024.05.28	156.808	157.198	156.580	157.127	32014	0	0
2024.05.29	157.130	157.708	156.894	157.627	32049	0	0
2024.05.30	157.626	157.667	156.372	156.768	45206	0	0
2024.05.31	156.795	157.365	156.557	157.220	46209	0	0
2024.06.03	157.180	157.472	155.949	156.047	43275	0	0
2024.06.04	156.049	156.484	154.544	154.875	55218	0	0
2024.06.05	154.873	156.482	154.783	156.065	48866	0	0
2024.06.06	156.075	156.444	155.366	155.591	48484	0	0
2024.06.07	155.528	157.074	155.123	156.762	49834	0	0
2024.06.10	156.680	157.194	156.518	156.992	42543	0	0
2024.06.11	156.994	157.402	156.806	157.115	40049	0	0
2024.06.12	157.113	157.370	155.718	156.703	46766	0	0
2024.06.13	156.703	157.312	156.561	157.017	46176	0	0
2024.06.14	157.003	158.255	156.810	157.355	58914	0	0
2024.06.17	157.295	157.958	157.155	157.715	38759	0	0
